dom;conglomerado;peso;a01.2019;a02.2019;b_tfam.2019;b_totmorad.2019;b_cond_inf.2019;b_nfam.2019;b_nindiv.2019;b01_1.2019;b01_2.2019;b02.2019;b03.2019;b04.2019;b05.2019;b06.2019;c01.2019;c02_1.2019;c02_1a.2019;c02_1ns.2019;c02_2.2019;c02_2a.2019;c02_2ns.2019;c02_3.2019;c02_3b.2019;c02_3a.2019;c02_3ns.2019;c03_1.2019;c03_2.2019;c03_3.2019;c03_4.2019;c03_5.2019;c03_6.2019;c03_7.2019;c03_8.2019;q01.2019;q02.2019;q03.2019;q05.2019;q06.2019;d06.2019;q15.2019;q17_1.2019;q17_2.2019;q17_3.2019;q17_4.2019;q17_5.2019;q17_6.2019;q17_7.2019;q17_8.2019;q17_9.2019;q17_10.2019;d12_1.2019;d12_2.2019;d12_3.2019;d12_ns.2019;tempo_procura_desemp.2019;d16_11.2019;d16_12.2019;d16_1ns.2019;d16_21.2019;d16_22.2019;d16_2ns.2019;d16_31.2019;d16_32.2019;d16_3ns.2019;d16_41.2019;d16_42.2019;d16_4ns.2019;d16_51.2019;d16_52.2019;d16_5ns.2019;d16_61.2019;d16_62.2019;d16_6ns.2019;d16_71.2019;d16_72.2019;d16_7ns.2019;d16_81.2019;d16_82.2019;d16_8ns.2019;estuda.2019;analfabeto.2019;instrucao.2019;sit.2019;pia.2019;pea.2019;pos_ocup.2019;pos_ocup1.2019;tamanho_renda.2019;rdomic.2019;rdpc.2019;n_família_orig.2019;n_amostra_domicílio.2019;q01.2020;q02.2020;q03.2020;q04.2020;q05.2020;q06.2020;q07.2020;q08.2020;q09.2020;q10.2020;q11.2020;q12.2020;q13.2020;q14.2020;q15.2020;q16_1.2020;q16_2.2020;q16_3.2020;q16_4.2020;q16_5.2020;q17_1.2020;q17_2.2020;q17_3.2020;q17_4.2020;q17_5.2020;q17_6.2020;q17_7.2020;q17_8.2020;q17_9.2020;q17_10.2020;q18.2020;q19_aa.2020;q19_mm.2020;q19_dd.2020;tempo_ult_trab_desemp.2020;q20.2020;q21.2020;q22_aa.2020;q22_mm.2020;q22_dd.2020;tempo_ult_trab_inativo.2020;q23.2020;q24.2020;q25.2020;q26_1.2020;q26_2.2020;q26_3.2020;q26_4.2020;q26_5.2020;q26_6.2020;q26_7.2020;q26_8.2020;q26_9.2020;q26_10.2020;q26_11.2020;q26_12.2020;q26_13.2020;q27.2020;q28_1.2020;q28_2.2020;q29.2020;q30.2020;q32.2020;sit.2020;pia.2020;pea.2020;pos_ocup.2020;pos_ocup1.2020;fx_etaria.2019;setor.2020;setor.2019;fluxo20x19
46082;11;1,1854;4;1;1;7;1;1;1;1;1;40;1;1;2;1;1;1;535; ;2; ; ;2; ; ; ;1;1;1;2;2;2;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;300; ;2; ; ;3;1;1;3;1;2; ; ;7;835;119,285714285714;7;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;7;600; ;2;1;1; ; ;5; ; ;203
46082;11;1,1854;4;1;1;7;1;1;2;2;2;33;2;3;2;1;1;1;535; ;2; ; ;2; ; ; ;1;1;1;2;2;2;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;1;1;3;1;2; ; ;7;835;119,285714285714;7;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ;3;1;2; ; ;4; ; ;303
46090;11;1,1854;4;2;1;2;2;1;1;1;1;56;1;1;1;6;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;2;2;1;1;1;7;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;11;11;2;5000;2500;2;2;1;1;5;3;2; ;30;1;3;50;1;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1500;2;2; ; ;30;1;1;1;11;11;5;4;4;101
46090;11;1,1854;4;2;1;2;2;1;2;2;2;55;2;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;2;2;1;1;1;7;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;11;11;2;5000;2500;2;2;2;1;5;3;2; ;30;1;3;25;1;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1500;1;2;3;6000;30;1;1;1;11;11;5;4;4;101
46091;11;1,1854;4;1;1;4;1;1;2;2;2;61;2;2;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;2;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;3;1;2; ; ;4;2496;624;4;2;1;1;8; ; ; ;51;2;3;44;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1045;2;2; ; ; ;1;1;1;8;8;6;6; ;103
46091;11;1,1854;4;1;1;4;1;1;4;5;5;18;2;2;10;6;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;2;1;1;1;1;12; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;3;5;1;1;1;11;11;4;2496;624;4;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ;3; ;3; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;2;3;1500;30;2;1;1; ; ;3; ;4;201
46114;17;1,2391;4;2;1;4;1;1;2;4;4;42;2;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;2;2;1;2;1;1;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;3;1;4;4498;1124,5;4;1;1;1;3; ; ; ;48;4;2;10;1;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3500;2;2; ;4550;48;1;1;1;3;1;5;5;5;101
46129;20;1,325;4;2;1;2;1;1;2;2;2;66;2;1;1;3;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;3;1;2; ; ;2;4800;2400;2;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;44; ; ;528;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2000; ;3;1;2; ; ;6; ; ;303
46134;20;1,325;4;2;1;3;2;1;1;1;1;28;1;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;2;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;3;2000;666,666666666667;3;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1; ;6;6;6,2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ;46;2;1;1; ; ;4; ;5;201
46134;20;1,325;4;2;1;3;2;1;2;2;2;29;2;1;1;6;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;2;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;3;1;2; ; ;3;2000;666,666666666667;3;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;1;1;10;13,3333333333333;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;4;1600; ;3;1;2; ; ;4; ; ;303
46144;24;1,325;1;2;2;6;1;1;1;1;1;71;2;1;2;2;1;1;170; ;1;997; ;9; ; ; ;1;1;1;2;1;2;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;1;2;3;1;2; ; ;6;1687;281,166666666667;6;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;10; ; ;120;1;24;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ;3;1;2; ; ;6; ; ;303
46144;24;1,325;1;2;2;6;1;1;2;2;2;61;1;3;2;2;1;1;170; ;1;997; ;9; ; ; ;1;1;1;2;1;2;1;1;4; ; ; ; ; ;1;0;0;0;0;0;1;0;0;0;0; ;6; ; ;25,7142857142857;2; ; ;2; ; ;2; ; ;1;340; ;2; ; ;2; ; ;2; ; ;2; ; ;3;1;2;2;1;1; ; ;6;1687;281,166666666667;6;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;10; ; ;120;1;45;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ;3;1;2; ; ;6; ; ;302
46144;24;1,325;1;2;2;6;1;1;3;4;4;33;1;3;1;5;1;1;170; ;1;997; ;9; ; ; ;1;1;1;2;1;2;1;1;4; ; ; ; ; ;1;1;0;0;1;1;0;0;0;0;0;1;6; ; ;77,1428571428571;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;2;1;1; ; ;6;1687;281,166666666667;6;5;1;1;1; ; ; ;41;1;3;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1200;1;2;5;2500; ;1;1;1;1;1;4;5; ;102
46144;24;1,325;1;2;2;6;1;2;1;4;1;30;1;1;1;2;1;1;170; ;1;997; ;9; ; ; ;1;1;1;2;1;2;1;1;1;1;4;4; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;180; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;1;1;1;5;4;6;1687;281,166666666667;6;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;1; ; ;12;1;40;1;0;1;0;0;0;0;0;0;0;0;0;0;0; ;2;2; ; ;30;3;1;2; ; ;4; ;4;301
46144;24;1,325;1;2;2;6;1;2;2;6;2;29;2;1;1;5;1;1;170; ;1;997; ;9; ; ; ;1;1;1;2;1;2;1;1;4; ; ; ; ; ;1;1;0;0;1;0;0;0;0;0;0;2; ; ; ;102,857142857143;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;2;1;1; ; ;6;1687;281,166666666667;6;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1; ; ;20;,666666666666667;1;40;1;0;0;0;0;0;1;0;0;0;0;0;0;0; ;1;2; ; ; ;3;1;2; ; ;4; ; ;302
46147;24;1,325;1;1;1;4;1;1;1;1;1;46;1;1;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;2;2;1;4; ; ; ; ; ;1;1;0;0;0;0;0;0;0;0;0; ; ;21; ;3;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;2;1;1; ; ;4;2198;549,5;4;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;6; ;18; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;4;2100; ;2;1;1; ; ;5; ; ;202
46147;24;1,325;1;1;1;4;1;1;2;2;2;44;2;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1200; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;4;2198;549,5;4;3;1;1;1; ; ; ;46;1;3;44;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1045;2;2; ; ;46;1;1;1;1;1;5;5;5;101
46147;24;1,325;1;1;1;4;1;1;3;4;4;20;1;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;998; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;4;2198;549,5;4;3;1;1;1; ; ; ;14;1;3;44;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1045;2;2; ; ;14;1;1;1;1;1;3;2;2;101
46148;24;1,325;1;2;1;4;1;1;1;1;1;27;1;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;1;1;1;4;4; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;300; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;5;4;4;300;75;4;3;1;1;1; ; ; ;46;1;3;38;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1400;2;2; ; ;46;1;1;1;1;1;4;5;5;101
46148;24;1,325;1;2;1;4;1;1;2;2;2;22;2;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;1;4; ; ; ; ; ;1;1;0;0;0;0;0;0;0;0;0; ;8; ; ;34,2857142857143;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;2;1;1; ; ;4;300;75;4;3;1;1;1; ; ; ;46;1;3;36;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1400;2;2;3;2800; ;1;1;1;1;1;3;5; ;102
46151;24;1,325;1;2;1;2;1;1;1;1;1;62;1;3;2;1;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;1;1;1;4;4; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;180; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;1;1;1;1;1;5;4;2;1178;589;2;1;1;1;2; ;4; ;30;3;3; ;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;3;3;2;99999;30;1;1;1;2;1;6;4;4;101
46155;25;1,325;4;1;1;4;3;1;1;1;1;45;1;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;1;1;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;9;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;5;4;4;-1;-1;4;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;1; ;8; ;8;1;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;44;3;1;2; ; ;5; ;5;301
46155;25;1,325;4;1;1;4;3;1;2;2;2;42;2;3;1;4;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1200; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;1;1;4;-1;-1;4;3;1;1;8; ; ; ;51;2;3;20;1;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1800;2;1; ; ;99;1;1;1;8;8;5;6;99;101
46155;25;1,325;4;1;1;4;3;1;3;4;4;22;1;3;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;4; ; ; ; ; ;1;0;1;0;0;0;1;0;0;0;0; ;3; ; ;12,8571428571429;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;2;1;1; ; ;4;-1;-1;4;3;1;1;1; ; ; ;46;4;1;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1500;2;2;4;3900; ;1;1;1;1;1;3;5; ;102
46160;25;1,325;4;2;1;3;1;1;1;1;1;54;1;1;1;3;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;2;1;2;1;4;1; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;4;4;3;-1;-1;3;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ; ;1; ; ; ; ;1; ;7; ;7; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;1500;41;2;1;1; ; ;5; ;5;201
46160;25;1,325;4;2;1;3;1;1;2;2;2;51;2;1;1;3;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;2;1;1;1;4;1; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;9;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;4;4;3;-1;-1;3;3;1;1;4;1;1; ;52;1;3;16;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;400;1;2; ; ;52;1;1;1;4;4;5;99;99;101
46160;25;1,325;4;2;1;3;1;1;3;4;4;31;1;1;1;3;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;2;1;4; ; ; ; ; ;1;1;1;0;0;1;0;0;0;0;0; ; ;20; ;2,85714285714286;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;2;1;1; ; ;3;-1;-1;3;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;1; ; ; ; ;1; ; ; ; ;1; ;3; ;3; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;2; ; ; ;2;1;1; ; ;4; ; ;202
46165;25;1,325;4;2;1;3;2;1;1;1;1;63;1;1;1;3;1;9; ; ;9; ; ;1;"Auxilio ""volta pra casa"" estadual";400; ;1;1;1;2;2;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1300; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;1;1;3;1700;566,666666666667;3;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1; ;6; ;6;1;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;3;1050;30;3;1;2; ; ;6; ;4;301
46165;25;1,325;4;2;1;3;2;1;2;2;2;60;2;1;1;3;1;9; ; ;9; ; ;1;"Auxilio ""volta pra casa"" estadual";400; ;1;1;1;2;2;1;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;3;1;2; ; ;3;1700;566,666666666667;3;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;2; ; ;24;1;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ;3;1;2; ; ;6; ; ;303
46165;25;1,325;4;2;1;3;2;1;3;4;4;38;1;1;1;3;1;9; ; ;9; ; ;1;"Auxilio ""volta pra casa"" estadual";400; ;1;1;1;2;2;1;1;1;4; ; ; ; ; ;1;1;0;0;0;1;0;0;0;0;0;2; ; ; ;102,857142857143;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;2;1;1; ; ;3;1700;566,666666666667;3;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;6; ;18; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ;2;1;1; ; ;4; ; ;202
46167;25;1,325;4;1;1;4;1;1;1;1;1;42;1;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;2;2;2;1;1;1;4;4; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;5;4;4;4398;1099,5;4;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;1; ; ;12;2; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ;14;3;1;2; ; ;5; ;2;301
46167;25;1,325;4;1;1;4;1;1;2;2;2;41;2;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;2;2;2;1;2;1;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;1;1900; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;3;1;4;4398;1099,5;4;2;2;1;3; ; ; ;48;1;3;0;1;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2200;2;2;4;2200;48;1;1;1;3;1;5;5;5;101
46171;31;1,325;4;3;1;4;1;1;3;4;4;21;2;1;10;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;3;5;3;1;2; ; ;4;10798;2699,5;4;1;1;1;12; ; ; ;49;1;3;22;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;700;2;2;4;7000; ;1;1;1;11;11;3;5; ;103
46181;33;1,2391;1;1;1;3;2;1;1;1;1;49;1;3;1;4;2;9; ; ;9; ; ;9; ; ; ;1;2;1;2;2;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ;9; ; ;9; ; ;9; ; ;9; ; ;9; ; ;9; ; ;9; ; ;3;3;3;1;1;1;1;1;3;0;0;3;1;1;1;1; ; ; ;42;1;3;48;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2;3;99999;42;1;1;1;1;1;5;5;5;101
46185;33;1,2391;1;1;1;4;3;1;1;1;1;49;1;1;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;1;1;1;1;1;4;4650;1162,5;4;4;1;1;4;3;4; ;20;2;3;40;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2;4;99999;20;1;1;1;4;4;5;3;3;101
46185;33;1,2391;1;1;1;4;3;1;2;2;2;45;2;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1050; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;4;4650;1162,5;4;4;1;1;1; ; ; ;30;1;3;48;1;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2; ; ;30;1;1;1;1;1;5;4;4;101
